foot_traffic,avg_income,competitor_count,rent_cost,population_density,parking_score,visibility_score,hygiene_rating,marketing_score,vendor_category
744.0,51.3,8,74.8,72.4,3,8,3.3,59.9,0
900.0,57.5,2,143.4,63.6,1,7,3.3,58.1,1
615.0,64.2,7,107.9,58.5,1,1,4.8,66.4,1
926.0,56.3,8,112.6,81.0,2,6,2.8,86.4,0
324.0,84.1,9,101.6,46.9,8,7,3.8,84.6,1
259.0,67.4,7,133.2,78.5,1,4,3.3,26.8,0
589.0,71.0,6,133.5,80.3,5,2,1.7,42.5,1
677.0,69.9,5,120.1,56.8,9,10,3.4,38.9,2
593.0,77.6,6,126.9,57.7,9,9,3.2,74.5,2
187.0,62.7,6,103.6,66.7,2,7,3.0,46.4,1
582.0,40.5,8,126.3,74.2,7,1,3.1,55.9,0
339.0,66.0,5,99.9,67.7,1,8,1.7,94.2,0
734.0,50.2,6,110.1,76.5,3,3,2.9,82.4,0
673.0,52.1,2,101.8,96.4,6,4,3.4,87.5,1
412.0,68.8,3,96.3,62.4,9,5,3.0,45.7,1
497.0,78.6,6,89.3,44.3,10,1,3.0,10.0,0
388.0,60.3,7,124.0,82.4,2,6,1.3,52.1,1
587.0,64.6,6,149.3,95.2,7,10,1.8,31.2,1
791.0,85.5,9,145.1,75.9,4,6,2.3,21.1,0
403.0,63.6,5,72.3,53.7,2,2,2.7,82.6,0
701.0,99.0,6,148.7,68.1,3,10,3.4,42.2,2
494.0,68.5,6,100.5,53.2,6,6,4.5,43.9,1
441.0,33.6,8,128.0,79.6,10,8,1.6,52.7,0
579.0,71.3,6,82.8,49.7,9,6,1.1,92.9,0
393.0,65.7,8,114.3,65.5,8,4,2.8,56.8,2
489.0,79.3,3,119.4,54.9,10,4,2.7,79.0,2
360.0,70.1,5,65.5,71.9,9,9,3.2,53.7,2
993.0,57.9,6,128.2,64.5,4,6,4.3,28.4,2
607.0,41.6,5,150.4,72.7,4,8,4.2,36.2,1
460.0,56.9,12,104.8,70.3,9,8,1.4,59.9,1
643.0,47.2,10,150.8,55.2,8,7,4.7,62.2,2
578.0,51.3,6,104.3,79.4,2,3,1.4,70.9,0
556.0,68.8,4,135.5,69.3,8,10,3.5,70.9,2
723.0,85.0,7,43.4,55.2,1,1,3.7,78.0,0
752.0,65.9,5,182.6,100.0,9,5,3.7,44.6,2
494.0,42.1,9,154.9,77.1,9,10,2.1,96.5,2
485.0,66.7,5,101.5,67.7,8,10,2.3,98.4,2
545.0,77.9,8,50.8,91.2,5,2,3.2,49.6,0
140.0,50.9,4,118.6,97.6,5,10,1.8,44.1,2
297.0,58.0,7,66.7,67.8,3,2,1.1,24.3,0
873.0,60.2,11,123.3,75.2,5,7,3.2,63.4,1
929.0,48.2,3,122.3,55.2,4,3,2.9,69.0,2
550.0,69.7,6,81.8,67.8,1,8,3.6,48.4,0
715.0,58.2,6,143.6,67.0,9,9,1.6,65.7,2
662.0,66.3,4,134.2,72.8,10,8,4.4,32.2,2
1200.0,46.7,7,139.3,75.0,4,6,1.6,79.4,1
824.0,53.4,8,110.3,78.4,3,5,4.6,49.4,1
574.0,70.8,9,67.5,73.6,6,3,2.8,65.8,0
409.0,54.4,7,139.3,51.8,1,3,3.2,64.2,0
279.0,85.9,6,101.9,55.9,5,7,4.6,20.8,1
641.0,54.0,7,68.3,61.8,7,5,2.2,76.7,0
449.0,63.4,6,150.6,65.8,2,6,1.7,44.3,0
316.0,74.0,5,173.0,85.8,10,6,2.8,64.1,2
471.0,38.7,6,108.8,52.6,9,9,2.0,31.8,0
384.0,33.6,7,174.8,64.6,6,1,3.1,50.4,0
937.0,37.1,4,112.7,84.3,2,8,2.1,67.3,2
776.0,78.9,1,98.6,65.5,8,10,4.5,38.4,2
598.0,51.7,6,91.1,76.9,8,5,3.4,39.5,2
896.0,98.4,10,159.1,67.9,1,6,1.0,62.5,0
615.0,51.5,8,86.6,73.9,1,6,4.2,56.6,2
428.0,62.8,4,132.1,66.6,1,1,2.3,67.0,0
905.0,83.1,3,93.2,80.0,4,3,2.3,52.6,0
708.0,90.1,1,96.2,46.8,4,6,2.5,72.8,2
393.0,90.9,5,140.9,64.6,8,9,3.5,48.7,2
562.0,78.1,6,98.6,74.4,1,6,2.8,71.9,2
425.0,75.4,5,97.9,78.0,10,6,3.5,41.9,1
323.0,68.9,8,144.0,92.4,3,1,1.6,47.8,0
785.0,71.7,5,157.9,64.1,1,9,4.9,74.6,2
982.0,51.7,5,129.3,92.2,9,4,3.9,49.7,2
320.0,47.7,5,90.4,60.1,10,2,2.0,36.6,1
713.0,59.9,6,94.7,89.9,9,1,3.9,94.6,2
470.0,57.4,6,112.4,82.3,7,3,3.3,59.3,0
503.0,53.2,9,119.6,56.3,8,3,1.4,69.4,0
482.0,70.4,8,80.4,74.6,1,5,1.7,14.8,0
427.0,74.3,6,131.7,69.2,5,1,1.2,86.6,0
610.0,61.3,3,112.6,79.4,2,7,4.2,100.0,2
434.0,82.2,7,58.5,66.7,1,1,3.2,84.8,0
654.0,42.9,5,82.1,65.4,3,4,2.3,87.7,1
590.0,57.1,6,94.9,90.5,7,6,1.5,51.8,1
552.0,49.2,7,107.8,68.5,1,1,2.9,65.0,0
418.0,32.0,3,166.7,82.4,2,7,3.1,69.8,0
485.0,58.8,11,117.1,66.6,2,10,3.8,46.0,2
751.0,58.2,1,84.8,95.0,4,7,4.9,57.5,2
700.0,82.7,7,116.6,59.8,3,3,2.7,40.0,0
404.0,69.5,3,99.4,60.8,3,4,2.6,52.1,0
620.0,44.6,7,119.7,92.9,10,6,2.5,76.8,2
750.0,87.8,9,127.4,63.3,5,7,4.3,24.7,1
266.0,78.3,2,146.3,94.0,3,4,1.6,79.1,1
709.0,68.7,6,109.3,83.4,7,10,2.4,28.5,1
467.0,56.6,5,159.2,67.7,5,9,3.9,61.0,2
714.0,45.6,3,137.2,42.8,4,9,1.1,62.9,1
447.0,54.4,6,88.8,69.7,3,9,2.2,71.5,0
239.0,76.3,4,176.3,71.5,4,10,3.6,56.4,2
274.0,88.3,6,119.8,87.5,2,6,1.7,39.1,0
610.0,83.1,7,84.9,93.8,1,2,2.2,63.7,0
652.0,52.7,7,159.6,59.7,3,2,2.9,100.0,1
419.0,43.2,3,172.3,82.0,2,4,2.7,59.7,0
728.0,62.1,6,109.0,81.5,1,9,1.4,42.4,0
268.0,33.5,5,94.9,86.1,1,3,4.8,50.7,0
587.0,64.8,8,104.8,77.5,2,6,1.2,63.0,0
358.0,57.8,11,131.4,40.9,9,2,4.0,54.6,1
470.0,53.0,5,148.3,67.7,5,1,1.3,51.8,0
609.0,36.1,2,127.1,52.7,9,5,2.9,86.5,2
428.0,67.7,7,113.1,67.0,8,8,1.7,70.3,1
523.0,52.0,8,154.9,84.7,6,10,1.6,57.6,1
801.0,42.5,5,100.6,74.6,1,10,1.5,57.8,0
485.0,20.0,9,140.9,87.2,10,2,2.8,63.5,1
767.0,59.6,8,101.4,75.1,5,10,3.1,71.2,0
374.0,86.6,6,122.9,50.5,1,9,1.5,85.6,0
706.0,84.9,7,106.6,32.2,7,8,4.9,51.8,1
888.0,53.1,7,108.3,72.2,10,3,2.0,40.1,1
106.0,51.0,5,98.7,66.8,8,1,2.8,48.9,0
441.0,67.0,4,150.3,55.3,8,4,1.9,42.5,1
715.0,45.0,6,88.0,44.5,7,8,3.0,29.5,1
559.0,64.5,7,87.8,59.0,2,3,4.0,88.2,0
674.0,71.5,4,173.6,67.1,5,10,3.1,77.1,2
479.0,78.4,6,139.3,80.0,4,2,2.1,14.3,0
617.0,58.5,5,40.0,72.8,5,7,2.0,64.4,1
569.0,56.9,7,93.0,94.1,10,4,4.0,52.5,1
834.0,46.8,8,55.6,54.5,9,6,1.5,50.1,1
651.0,47.6,3,81.5,83.2,4,5,2.5,10.3,1
668.0,56.6,6,40.0,70.7,8,2,1.6,59.5,1
518.0,65.5,10,105.9,80.4,8,10,2.0,61.5,2
502.0,73.7,5,75.7,63.5,2,2,1.6,36.5,0
513.0,48.0,5,111.8,86.1,6,9,4.5,92.5,2
679.0,82.4,7,61.2,74.4,5,10,3.9,75.8,2
516.0,55.9,6,112.5,59.8,2,2,3.2,38.7,0
658.0,59.7,8,97.6,69.8,10,8,1.9,80.5,2
1015.0,48.8,3,155.1,66.4,4,8,3.0,50.7,2
774.0,23.6,5,152.3,77.3,7,1,3.1,81.1,0
535.0,73.3,9,133.6,52.3,1,1,3.4,31.1,0
840.0,71.1,6,100.2,69.6,9,4,1.2,63.4,0
518.0,55.8,11,169.6,75.9,10,2,4.9,35.7,0
192.0,61.0,5,63.4,70.5,1,1,2.9,43.3,0
398.0,67.7,7,67.9,90.2,5,9,4.7,21.4,2
226.0,36.6,5,107.5,81.6,7,3,1.0,35.3,0
530.0,52.1,4,177.6,69.9,8,1,2.0,35.2,0
604.0,71.9,1,103.9,73.3,2,2,1.4,32.7,0
935.0,41.2,10,104.5,74.4,4,8,4.1,63.8,2
665.0,64.4,7,66.7,76.0,2,5,2.3,24.7,0
556.0,39.7,2,138.4,42.6,4,7,4.4,66.0,0
766.0,67.0,6,138.6,65.5,6,6,4.3,80.1,2
158.0,59.5,6,133.7,47.7,6,1,3.7,42.2,0
647.0,35.8,7,91.1,89.2,2,6,3.7,58.3,1
754.0,77.5,4,88.8,69.1,4,7,3.8,53.3,2
304.0,49.0,6,71.2,67.1,4,4,3.7,51.8,0
829.0,47.8,4,112.5,83.5,1,8,2.5,10.0,1
668.0,63.0,5,77.6,76.3,2,8,3.7,37.5,2
517.0,77.2,5,74.7,53.1,3,7,4.6,89.2,1
727.0,44.8,8,97.3,68.9,5,2,2.3,66.5,0
1054.0,60.9,4,95.3,65.0,8,6,4.8,55.2,2
636.0,66.4,5,93.9,43.8,6,6,1.1,19.6,0
650.0,70.4,8,124.0,59.6,3,7,2.4,71.9,0
508.0,62.6,6,112.4,67.2,6,6,1.5,41.8,0
430.0,54.5,5,101.4,68.3,7,2,1.5,35.3,0
766.0,47.6,5,115.5,47.8,6,8,4.3,37.3,0
429.0,61.3,9,80.3,87.3,10,4,4.7,70.2,2
614.0,43.9,8,113.2,68.5,6,9,4.1,58.6,2
504.0,20.0,8,114.5,70.6,1,8,4.9,77.3,0
696.0,66.5,4,64.9,76.0,3,3,1.9,82.5,1
667.0,73.6,9,139.9,58.2,7,3,1.6,45.2,0
808.0,24.6,4,83.6,76.8,4,8,3.1,59.1,2
498.0,44.9,7,112.7,64.5,4,2,4.3,53.9,0
546.0,69.3,4,144.9,56.6,7,9,1.2,32.8,2
404.0,90.9,4,137.8,78.6,9,4,5.0,35.6,2
511.0,60.3,10,111.0,92.4,2,6,3.4,56.7,1
675.0,49.1,8,99.1,80.9,9,3,4.9,58.9,2
751.0,57.3,6,138.4,83.8,3,3,2.5,58.9,0
416.0,80.6,6,130.2,62.2,6,3,2.8,58.9,1
774.0,50.3,5,91.4,46.0,4,10,4.0,43.7,2
871.0,48.0,5,86.2,92.4,1,2,4.2,100.0,1
683.0,52.8,4,47.8,100.0,9,8,1.9,64.6,2
975.0,45.7,7,114.6,93.1,6,9,4.7,48.5,1
445.0,61.8,3,107.5,65.0,8,8,4.5,68.0,2
351.0,84.4,7,144.1,52.7,2,10,1.1,43.0,0
244.0,64.8,7,120.8,54.0,7,3,1.5,60.5,0
899.0,56.2,8,150.0,44.7,6,7,3.0,68.0,1
731.0,55.6,11,89.1,68.4,2,10,2.8,71.0,2
589.0,36.6,6,144.1,94.1,2,2,3.8,34.9,0
656.0,73.2,3,94.1,67.9,4,4,1.4,100.0,0
375.0,58.8,8,133.3,74.5,4,6,3.6,83.6,0
1089.0,57.3,3,66.2,90.6,3,5,3.5,100.0,1
626.0,107.9,10,117.1,63.9,8,9,1.9,54.9,2
622.0,64.5,6,50.5,100.0,7,10,3.2,64.9,2
745.0,48.7,7,102.0,99.9,2,4,1.9,60.7,0
696.0,53.6,3,123.2,68.0,3,5,1.6,49.1,2
645.0,77.2,4,94.4,61.3,10,4,3.3,75.2,2
442.0,61.7,6,78.5,80.5,9,8,4.9,42.3,2
694.0,38.4,6,135.4,64.8,5,8,1.9,74.0,2
976.0,73.8,6,106.9,52.7,2,3,2.4,50.0,0
869.0,50.0,6,95.3,89.2,3,1,2.0,68.0,1
919.0,88.1,7,111.3,88.2,8,6,2.1,89.2,2
498.0,76.2,7,189.1,72.3,4,2,2.6,57.3,0
402.0,53.3,3,144.6,51.1,2,2,3.8,75.6,0
575.0,79.2,3,144.9,51.6,2,3,1.2,49.8,0
611.0,61.0,3,123.1,71.6,6,8,4.8,36.4,2
819.0,72.8,7,115.0,62.5,8,3,1.2,93.2,1
262.0,67.3,6,40.0,64.9,7,7,4.5,75.0,2
906.0,47.3,4,89.6,85.3,4,10,4.6,57.3,1
568.0,50.3,6,95.6,81.0,2,10,3.1,73.9,1
515.0,75.4,9,53.8,90.7,9,9,1.5,39.7,1
398.0,55.0,5,75.3,55.1,4,8,3.3,68.8,2
269.0,53.9,3,50.6,64.9,9,1,3.5,64.3,1
765.0,45.7,11,108.9,81.4,5,7,4.4,73.0,2
615.0,66.4,6,134.6,76.7,7,7,3.2,92.8,2
342.0,90.9,6,143.2,93.0,5,8,2.6,89.0,2
341.0,44.0,8,122.4,76.3,2,10,4.4,32.2,2
533.0,60.4,3,81.1,97.7,6,5,4.9,20.1,2
934.0,81.2,7,52.0,78.1,7,10,3.6,64.9,2
548.0,58.8,6,57.3,85.9,6,9,4.5,63.4,2
299.0,66.8,5,71.9,65.1,3,9,3.4,37.3,1
551.0,44.1,5,83.3,70.2,10,8,3.8,40.8,2
545.0,66.4,8,105.2,83.7,8,6,3.8,44.6,1
100.0,57.2,7,79.6,94.2,3,6,3.8,86.7,1
589.0,74.8,8,120.2,80.9,5,1,2.3,50.6,0
554.0,77.8,3,103.0,68.8,9,6,3.3,29.9,2
739.0,98.8,7,110.3,90.7,5,4,3.4,58.7,2
970.0,68.7,8,144.2,37.1,7,4,2.3,59.9,2
825.0,64.9,4,74.6,48.7,7,2,2.4,39.4,1
546.0,62.9,4,122.6,80.2,5,4,4.0,71.8,0
379.0,54.7,8,109.6,70.2,2,5,3.3,82.7,1
1115.0,65.1,4,100.0,79.1,5,5,1.6,52.9,1
612.0,55.6,6,136.6,71.0,7,5,4.4,29.9,2
603.0,62.5,2,136.4,78.6,7,4,4.5,54.5,1
595.0,79.8,4,81.6,57.8,4,1,2.9,66.0,0
640.0,44.9,4,104.5,78.6,1,10,1.8,16.8,1
571.0,77.1,6,118.4,84.9,6,8,4.8,69.6,2
485.0,79.8,8,101.8,88.3,3,3,4.5,52.5,2
491.0,58.2,6,127.6,100.0,5,2,2.0,60.9,1
593.0,28.2,7,118.4,73.7,4,9,1.4,54.2,2
491.0,50.9,9,165.0,74.1,2,7,2.8,44.9,0
457.0,79.5,10,64.1,47.2,7,9,3.7,57.8,2
621.0,59.7,6,106.3,62.0,5,2,1.7,49.8,0
549.0,45.0,8,82.7,67.1,7,9,3.1,52.8,2
901.0,52.4,8,128.1,85.8,9,10,2.7,42.4,2
100.0,72.6,8,61.5,60.8,4,9,4.6,70.7,2
818.0,68.2,6,120.4,81.9,5,9,2.7,84.7,2
849.0,56.4,6,91.1,70.0,9,10,3.1,42.5,2
185.0,54.5,4,88.0,67.3,10,10,4.8,57.7,2
531.0,54.1,10,66.6,73.7,4,4,2.2,38.1,0
526.0,46.2,3,96.0,64.1,5,10,2.2,67.8,2
318.0,84.2,4,142.5,63.6,5,3,4.2,64.5,1
444.0,55.2,8,109.2,44.4,8,6,2.1,48.4,0
378.0,78.3,7,128.8,66.3,4,3,4.3,58.3,1
950.0,82.8,4,159.9,62.8,4,9,1.4,77.3,2
787.0,75.0,5,117.9,62.3,7,3,1.4,27.9,0
854.0,53.5,4,93.2,76.3,5,2,4.6,34.2,1
744.0,66.1,4,124.0,79.9,6,8,3.2,71.6,2
374.0,59.6,7,93.7,73.5,6,6,3.9,61.1,0
495.0,46.4,5,94.9,84.9,6,8,1.9,58.6,2
698.0,64.9,5,64.4,78.6,10,7,1.7,78.9,2
356.0,42.3,6,137.8,65.6,5,3,4.3,74.1,1
743.0,77.8,6,98.4,63.1,5,8,2.4,94.3,1
552.0,53.0,5,115.5,74.7,9,10,2.8,77.9,2
525.0,63.0,3,78.9,78.6,8,1,1.1,70.5,1
742.0,64.2,6,123.1,91.0,4,1,2.5,58.9,0
689.0,56.1,5,87.1,87.9,7,10,4.1,57.1,2
528.0,68.8,5,105.7,61.9,8,8,4.3,59.9,2
832.0,52.9,8,136.3,68.5,9,9,3.8,64.5,2
384.0,73.1,5,133.7,80.1,5,10,3.8,35.9,1
723.0,39.8,9,109.3,86.0,3,6,3.0,65.3,0
719.0,61.9,9,57.0,84.1,4,5,3.2,55.1,1
538.0,89.1,3,199.8,69.0,10,2,4.0,67.1,0
665.0,45.0,5,162.4,51.2,6,9,2.0,48.4,0
350.0,49.8,7,131.7,55.0,10,6,1.9,46.8,1
785.0,67.7,4,87.4,74.1,5,8,4.8,64.6,2
563.0,62.7,4,106.6,75.1,9,9,1.1,69.5,2
495.0,65.3,5,93.7,53.5,3,9,1.6,47.9,2
810.0,67.3,8,147.9,70.7,2,8,3.3,86.4,0
459.0,69.5,4,117.9,79.5,6,10,4.0,86.2,2
318.0,76.6,6,86.5,52.7,7,8,3.2,28.4,1
289.0,66.1,6,95.9,86.6,5,3,2.4,44.5,1
721.0,56.4,3,143.6,64.3,1,3,4.9,62.3,1
344.0,70.1,3,158.0,88.9,3,2,3.8,67.4,0
951.0,88.5,6,155.8,62.0,3,1,4.3,100.0,2
184.0,58.0,7,132.7,54.6,4,4,1.2,62.8,0
939.0,45.4,6,102.4,63.1,10,2,1.9,57.7,1
642.0,76.6,7,40.0,68.6,6,2,2.5,37.2,0
581.0,58.2,5,118.9,64.2,5,5,1.7,28.3,0
491.0,27.4,6,109.9,66.8,1,4,1.3,57.3,0
680.0,72.7,7,114.2,75.0,6,1,1.9,100.0,1
592.0,52.0,4,111.6,67.4,9,9,3.1,55.8,1
821.0,58.6,5,70.2,69.0,1,4,3.8,44.5,0
623.0,65.0,8,126.7,44.4,8,5,4.1,69.0,2
630.0,62.9,6,129.0,75.9,8,7,1.2,19.9,1
527.0,70.6,9,130.5,68.7,3,2,2.7,61.6,0
589.0,53.5,2,138.4,94.2,9,8,1.5,76.5,2
662.0,67.7,8,128.1,55.9,8,2,2.7,41.0,1
258.0,56.1,5,97.7,42.9,3,10,2.7,87.4,1
330.0,71.1,9,107.9,79.3,10,5,3.0,73.2,0
749.0,69.2,9,112.7,75.2,5,2,4.6,87.6,1
634.0,46.0,4,113.2,54.9,3,2,4.2,32.5,1
563.0,76.3,2,139.9,47.1,5,4,3.5,56.4,1
604.0,52.0,6,129.3,93.1,9,4,4.5,78.4,2
670.0,72.1,6,172.3,91.2,4,8,3.7,30.0,0
492.0,65.5,7,176.2,32.7,6,6,4.3,78.9,0
444.0,87.6,8,112.4,63.1,3,10,3.3,56.4,1
639.0,56.6,5,40.0,95.0,3,8,3.1,78.8,1
404.0,54.8,8,147.1,62.9,5,7,3.9,64.3,1
682.0,59.7,10,93.8,62.6,8,10,1.1,88.2,1
259.0,55.5,5,86.0,65.8,8,4,3.8,34.2,2
806.0,72.0,3,98.0,53.2,3,2,4.7,66.6,1
695.0,35.8,5,96.6,44.4,8,9,3.9,29.8,2
651.0,44.2,3,128.4,85.8,8,2,1.1,68.4,1
797.0,44.0,8,63.2,42.4,3,1,2.5,66.6,0
933.0,74.3,9,77.7,73.7,10,8,4.2,54.3,2
803.0,85.7,7,120.3,83.3,10,10,4.8,44.3,2
232.0,58.4,7,128.7,48.2,2,9,2.5,53.5,0
344.0,57.5,6,129.2,56.1,10,1,4.4,62.0,2
475.0,61.1,9,86.4,88.2,2,7,4.5,65.7,1
605.0,77.4,5,80.7,78.0,9,2,1.5,98.6,1
704.0,46.1,5,94.8,60.7,7,6,4.4,77.5,2
455.0,63.6,5,117.2,88.0,6,5,2.3,48.3,2
637.0,74.6,6,154.6,88.1,7,1,3.4,71.6,1
449.0,67.5,2,48.6,74.0,8,2,3.2,77.6,2
478.0,62.8,6,103.4,56.5,1,2,3.7,46.9,0
319.0,75.0,6,70.0,63.8,8,10,4.0,74.0,2
415.0,20.0,5,60.4,74.3,3,10,2.8,30.3,1
330.0,70.2,7,139.0,67.2,3,6,4.6,46.2,1
405.0,50.2,6,126.3,84.1,6,1,4.2,31.5,1
811.0,32.5,5,123.5,47.1,4,4,4.1,55.8,1
410.0,67.7,3,137.6,47.6,4,10,2.8,50.5,0
1126.0,80.6,5,95.6,72.7,4,5,1.2,52.1,2
699.0,57.9,5,97.0,62.6,10,2,3.0,76.3,2
637.0,74.3,5,175.6,60.6,9,2,4.6,61.8,1
428.0,84.2,4,102.6,43.5,8,7,1.8,76.0,1
740.0,79.7,4,132.1,70.3,3,7,4.9,92.5,1
485.0,84.6,4,110.2,69.2,1,6,4.2,100.0,1
624.0,71.1,3,54.6,79.8,1,1,3.8,57.2,1
1112.0,61.1,9,48.7,71.0,1,3,3.7,70.7,2
581.0,36.0,6,92.6,68.0,4,9,3.3,56.9,1
830.0,56.3,6,141.7,87.7,6,10,3.9,80.3,2
459.0,47.4,8,133.6,50.3,4,1,2.7,76.4,0
593.0,92.6,1,137.4,78.0,3,2,4.4,46.8,2
954.0,57.4,7,80.4,44.9,8,8,3.8,49.7,1
475.0,61.8,2,158.5,57.4,8,7,4.1,87.7,2
962.0,68.3,1,81.1,51.8,6,9,4.2,49.0,2
742.0,60.7,6,116.4,81.7,9,10,1.4,57.8,2
488.0,85.4,7,109.7,69.0,10,4,1.2,73.5,2
726.0,50.7,2,104.8,69.8,1,4,4.2,56.7,0
795.0,62.9,6,150.2,53.4,8,7,2.0,90.7,2
724.0,48.9,6,88.8,65.5,6,1,3.3,80.7,0
286.0,40.2,7,69.5,58.5,1,10,2.8,42.3,0
455.0,50.8,5,110.6,75.8,4,9,1.1,48.3,0
550.0,59.4,5,98.0,55.1,5,2,1.2,71.8,0
585.0,53.6,3,211.3,89.9,7,1,4.3,59.0,0
724.0,49.6,6,130.3,44.9,8,7,3.4,21.2,1
636.0,38.9,9,97.7,57.9,9,6,3.1,40.6,1
333.0,58.8,7,78.3,95.2,6,3,4.8,64.7,0
676.0,37.4,7,53.6,63.5,10,1,1.7,77.8,0
722.0,71.4,6,79.2,50.3,9,5,2.0,78.1,1
712.0,61.2,3,113.4,73.3,4,10,4.0,99.3,2
816.0,38.1,3,152.8,62.9,8,4,4.1,46.2,2
767.0,55.4,5,143.7,57.5,3,5,2.6,47.1,1
692.0,48.7,8,116.9,53.6,4,1,4.8,59.5,0
586.0,64.8,9,100.3,100.0,10,1,4.8,26.5,0
268.0,80.1,4,118.1,66.2,4,5,1.0,59.9,0
686.0,31.9,5,94.4,41.1,6,6,1.7,56.1,1
642.0,61.7,6,161.6,92.4,9,5,4.3,75.8,2
654.0,57.6,10,104.3,79.2,6,2,2.3,79.2,1
345.0,70.1,8,107.4,58.5,1,9,1.4,67.1,0
384.0,63.2,5,43.5,56.0,5,5,4.1,60.1,1
811.0,48.7,6,104.1,80.1,9,5,2.8,67.3,2
592.0,55.2,4,135.1,66.3,5,10,3.0,44.1,1
736.0,48.1,5,78.0,41.1,6,9,1.7,58.3,2
606.0,76.1,7,87.5,96.8,3,3,3.6,60.3,1
606.0,60.3,3,133.8,63.5,8,5,3.2,58.5,2
788.0,88.5,9,65.7,92.4,10,5,1.8,56.6,1
497.0,59.1,6,141.7,89.2,4,2,2.4,47.6,1
619.0,49.4,5,94.0,55.0,4,4,3.4,39.5,1
508.0,37.3,8,98.3,85.5,5,2,4.7,55.9,0
513.0,33.0,7,76.3,60.2,10,5,4.7,71.9,2
538.0,36.2,8,121.3,42.0,9,10,2.2,25.3,1
644.0,64.0,5,183.8,63.6,8,2,3.9,50.1,0
504.0,67.6,4,133.4,76.0,7,10,4.1,100.0,2
851.0,36.3,9,84.1,63.1,5,9,4.2,56.1,2
421.0,73.4,7,144.1,65.4,9,10,3.3,63.0,2
563.0,52.8,4,100.5,87.2,9,6,1.0,96.8,2
512.0,62.2,6,151.2,71.6,10,8,4.0,66.4,2
889.0,84.2,7,134.2,57.4,10,9,1.4,66.8,2
639.0,73.5,4,40.0,80.5,2,8,1.5,41.8,1
806.0,56.0,7,79.9,73.0,4,5,3.4,66.3,1
303.0,46.6,3,138.3,32.2,8,5,4.9,59.7,0
653.0,27.7,4,114.5,76.4,1,6,2.0,78.5,1
778.0,49.2,7,79.3,75.9,5,1,3.6,85.5,0
616.0,56.8,5,91.0,70.3,8,8,2.2,60.6,2
813.0,45.2,6,52.8,83.4,2,2,4.6,67.6,0
497.0,58.0,3,107.3,59.9,2,6,3.4,22.2,1
882.0,61.2,4,176.3,75.0,8,9,1.8,15.3,2
1060.0,56.6,6,134.1,46.5,10,3,2.0,81.9,2
527.0,50.2,6,175.7,76.1,9,2,2.7,10.1,0
511.0,62.5,5,136.5,99.3,7,10,1.5,66.5,2
891.0,66.6,6,140.8,55.1,8,5,1.3,56.5,0
916.0,43.6,9,169.2,58.6,5,9,3.7,84.6,2
495.0,81.2,7,121.3,59.3,1,6,2.6,59.3,1
516.0,58.5,4,104.4,71.9,4,8,3.9,96.0,2
544.0,60.3,6,141.0,54.1,2,8,1.4,55.9,0
331.0,70.6,6,153.6,76.3,3,7,3.4,82.9,1
416.0,63.5,7,95.6,82.7,3,5,2.8,30.0,0
399.0,74.3,4,88.4,78.0,9,2,1.2,14.0,0
446.0,64.3,5,114.2,43.5,10,10,3.2,59.4,2
593.0,50.8,5,134.9,84.9,4,10,1.3,32.0,2
647.0,65.4,5,133.9,84.1,2,5,4.3,58.8,1
910.0,42.8,3,67.3,82.5,3,7,3.5,51.7,2
400.0,61.6,7,167.3,75.6,3,7,3.2,72.1,1
797.0,59.5,5,90.8,73.3,7,2,1.5,38.7,0
557.0,56.9,12,102.0,85.5,8,7,2.1,68.5,2
590.0,58.1,5,82.9,98.9,6,6,3.0,77.3,1
735.0,31.8,6,190.9,55.7,4,7,3.5,55.9,1
375.0,51.8,3,117.3,86.2,6,8,1.7,69.6,2
676.0,61.4,4,84.5,68.7,1,4,1.0,40.4,0
633.0,62.4,6,135.9,68.1,10,1,2.4,52.3,1
698.0,44.6,6,133.1,47.0,8,8,2.9,33.2,2
658.0,79.0,7,104.4,65.7,1,8,1.7,100.0,1
1091.0,47.0,5,135.2,55.0,5,3,3.0,84.6,0
472.0,74.5,13,85.2,63.0,2,3,2.4,93.2,0
494.0,66.4,1,95.2,53.5,6,5,2.8,84.3,2
475.0,50.3,6,49.7,63.3,9,3,2.4,46.7,2
489.0,86.6,4,70.3,63.9,5,5,3.5,29.3,1
473.0,42.1,3,164.2,71.5,4,8,1.2,51.5,0
838.0,73.8,4,159.2,45.8,2,1,1.7,69.5,0
884.0,75.0,3,112.0,48.3,3,2,2.7,54.2,1
486.0,49.9,4,159.9,75.4,6,2,2.4,15.3,0
434.0,80.9,6,105.2,58.0,8,4,2.6,74.9,1
694.0,56.2,6,102.7,86.1,8,9,4.2,28.0,2
490.0,64.3,10,111.7,73.4,5,2,4.5,51.6,1
727.0,63.9,6,106.3,79.1,5,9,2.0,94.9,2
641.0,58.0,6,103.5,91.2,10,7,4.3,61.0,1
297.0,72.2,3,144.3,65.4,3,10,2.8,81.5,2
910.0,71.9,7,114.5,61.4,7,8,2.1,66.9,2
959.0,33.8,5,131.4,83.1,6,1,4.9,39.8,2
477.0,79.6,7,140.9,77.6,1,5,4.3,74.6,2
522.0,35.1,3,121.6,67.2,4,9,5.0,58.7,2
657.0,75.5,8,80.9,90.9,6,4,1.7,30.3,0
667.0,76.9,8,69.4,66.8,6,2,1.6,26.9,0
